RA,NOME,GENERO,ANO_INGRESSO,CF_2022,CG_2022,CT_2022,DEFASAGEM_2022,DEFASAGEM_2023,DEFASAGEM_2024,DESTAQUE_IDA_2022,DESTAQUE_IEG_2022,DESTAQUE_IPV_2022,ESCOLA_2024,FASE_2022,FASE_2023,FASE_2024,FASE_IDEAL_2022,FASE_IDEAL_2023,FASE_IDEAL_2024,IAA_2022,IAA_2023,IAA_2024,IAN_2022,IAN_2023,IAN_2024,IDA_2022,IDA_2023,IDA_2024,IDADE_2022,IDADE_2023,IDADE_2024,IEG_2022,IEG_2023,IEG_2024,INDE_2022,INDE_2023,INDE_2024,INDICADO_BOLSA_2022,INSTITUICAO_ENSINO_2022,INSTITUICAO_ENSINO_2023,INSTITUICAO_ENSINO_2024,IPP_2023,IPP_2024,IPS_2022,IPS_2023,IPS_2024,IPV_2022,IPV_2023,IPV_2024,NOTA_ING_2022,NOTA_ING_2023,NOTA_ING_2024,NOTA_MAT_2022,NOTA_MAT_2023,NOTA_MAT_2024,NOTA_PORT_2022,NOTA_PORT_2023,NOTA_PORT_2024,PEDRA_2022,PEDRA_2023,PEDRA_2024,PONTO_VIRADA_2022,QTDE_AVAL_2022,QTDE_AVAL_2023,QTDE_AVAL_2024,REC_PSICO_2022,STATUS_ATIVO_2024,TURMA_2022,TURMA_2023,TURMA_2024
RA-1043,Aluno-1043,Masculino,2023,,,,,-1.0,-1.0,,,,EE João Ortiz Rodrigues,,FASE 1,1H,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),,10.0,10.002,,5.0,5.0,,2.5,8.25,,10.0,11.0,,7.9,7.994071146,,6.5447,7.539847562500002,,,Pública,Pública,7.708333333,7.291666667,,6.27,7.51,,7.833333333,6.553333333,,,,,2.0,8.5,,3.0,8.0,,Ágata,Ametista,,,3.0,3.0,,Cursando,,1G,1H
RA-1044,Aluno-1044,Feminino,2023,,,,,-1.0,0.0,,,,EE Olivia de Faria Nogueira,,FASE 1,2G,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),,8.0,7.502,,5.0,10.0,,6.1,7.0,,10.0,11.0,,9.7,9.523809524,,7.629533333,7.966711904800001,,,Pública,Pública,7.5,7.1875,,7.52,7.51,,8.336666667,7.21,,,,,4.5,7.0,,7.7,7.0,,Ametista,Ametista,,,3.0,4.0,,Cursando,,1G,2G
RA-1045,Aluno-1045,Feminino,2023,,,,,-1.0,,,,,,,FASE 1,,,Fase 2 (5° e 6° ano),,,9.5,,,5.0,,,7.9,,,11.0,,,9.4,,,8.089033333,,,,Pública,,7.708333333,,,7.52,,,8.28,,,,,,6.8,,,9.0,,,Topázio,,,,3.0,,,,,1H,
RA-1046,Aluno-1046,Masculino,2023,,,,,0.0,,,,,,,FASE 1,,,Fase 1 (3° e 4° ano),,,0.0,,,10.0,,,6.3,,,9.0,,,8.5,,,6.835833333,,,,Pública,,8.541666667,,,3.77,,,8.223333333,,,,,,6.3,,,6.3,,,Ágata,,,,3.0,,,,,1H,
RA-1047,Aluno-1047,Masculino,2023,,,,,0.0,,,,,,,FASE 1,,,Fase 1 (3° e 4° ano),,,10.0,,,10.0,,,6.9,,,9.0,,,8.5,,,7.848366667,,,,Pública,,8.125,,,3.77,,,7.893333333,,,,,,5.8,,,8.0,,,Ametista,,,,3.0,,,,,1H,
RA-1048,Aluno-1048,Feminino,2023,,,,,-1.0,1.0,,,,Estuda em outra cidade,,FASE 1,2A,,Fase 2 (5° e 6° ano),Fase 1 (3° e 4° ano),,8.5,8.502,,5.0,10.0,,8.2,6.25,,10.0,11.0,,9.5,6.833333333500001,,7.811366667,7.5198666666000005,,,Privada,Privada,8.541666667,7.708333333,,3.77,6.255,,8.5,8.283333333,,,,,7.5,6.5,,8.8,6.0,,Ametista,Ametista,,,3.0,3.0,,Cursando,,1H,2A
RA-1049,Aluno-1049,Masculino,2023,,,,,-1.0,-1.0,,,,EE João Ortiz Rodrigues,,FASE 1,1J,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),,10.0,9.502,,5.0,5.0,,6.3,4.5,,10.0,11.0,,7.7,8.03030303,,7.443366667,6.821885606,,,Pública,Pública,8.125,7.65625,,7.52,7.51,,7.943333333,6.745,,,,,5.5,4.0,,7.0,5.0,,Ametista,Ágata,,,3.0,4.0,,Cursando,,1H,1J
RA-105,Aluno-105,Masculino,2016,47.0,542.0,10.0,-3.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,4,,,Fase 7 (3º EM),,,7.9,,,2.5,,,6.7,,,17.0,,,8.2,,,6.846,,,False,Rede Decisão,,,,,5.6,,,7.417,,,6.8,,,7.2,,,6.2,,,Ágata,,,False,4.0,,,Requer avaliação,,A,,
RA-1050,Aluno-1050,Masculino,2023,,,,,-1.0,,,,,,,FASE 1,,,Fase 2 (5° e 6° ano),,,9.0,,,5.0,,,7.2,,,11.0,,,9.2,,,7.764366667,,,,Pública,,8.125,,,6.27,,,8.223333333,,,,,,6.2,,,8.2,,,Ametista,,,,3.0,,,,,1H,
RA-1051,Aluno-1051,Feminino,2023,,,,,0.0,,,,,,,FASE 1,,,Fase 1 (3° e 4° ano),,,8.5,,,10.0,,,8.4,,,9.0,,,8.9,,,8.534866667,,,,Pública,,8.75,,,6.27,,,8.613333333,,,,,,7.0,,,9.8,,,Topázio,,,,3.0,,,,,1H,
RA-1052,Aluno-1052,Masculino,2023,,,,,0.0,-1.0,,,,EM Maria Ignez Concelles Irma Ines,,FASE 1,1J,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),,0.0,5.834,,10.0,5.0,,5.3,8.25,,,10.0,,9.0,9.128787879,,6.960333333,7.744032575800001,,,Pública,Pública,7.916666667,8.59375,,7.52,6.26,,7.833333333,8.4975,,,,,5.0,8.5,,5.5,8.0,,Ágata,Ametista,,,3.0,4.0,,Cursando,,1H,1J
RA-1053,Aluno-1053,Masculino,2023,,,,,0.0,,,,,,,FASE 1,,,Fase 1 (3° e 4° ano),,,0.0,,,10.0,,,8.6,,,9.0,,,9.1,,,7.776166667,,,,Pública,,8.958333333,,,6.27,,,8.616666667,,,,,,7.8,,,9.3,,,Ametista,,,,3.0,,,,,1J,
RA-1054,Aluno-1054,Masculino,2023,,,,,-2.0,-1.0,,,,EE Leonice de Aquino Oliveira,,FASE 1,2G,,Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano),,8.5,9.502,,5.0,5.0,,6.6,6.25,,,13.0,,8.6,7.3291925465,,7.459533333,6.985788509300001,,,Pública,Pública,7.5,7.1875,,7.52,7.51,,7.836666667,6.75,,,,,5.0,6.0,,8.2,6.5,,Ametista,Ágata,,,3.0,4.0,,Cursando,,1J,2G
RA-1055,Aluno-1055,Masculino,2023,,,,,-1.0,-2.0,,,,EE Loris Nassif Mattar Profa,,FASE 1,1J,,Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano),,0.0,10.002,,5.0,5.0,,5.5,5.5,,11.0,12.0,,7.2,5.7954545455,,5.9765,6.403040909100001,,,Pública,Pública,7.291666667,7.1875,,7.52,7.51,,7.276666667,5.87,,,,,6.0,4.0,,5.0,7.0,,Quartzo,Ágata,,,3.0,4.0,,Cursando,,1J,1J
RA-1056,Aluno-1056,Masculino,2023,,,,,0.0,-1.0,,,,EM Amanda Consuelo da Cunha,,FASE 1,1L,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),,8.5,8.502,,10.0,5.0,,8.1,8.25,,9.0,10.0,,9.6,9.2857142855,,8.551741667,8.192009523800001,,,Pública,Pública,7.96875,9.166666667,,7.52,7.51,,8.113333333,8.335,,,,,7.8,8.5,,8.3,8.0,,Topázio,Topázio,,,3.0,2.0,,Cursando,,1K,1L
RA-1057,Aluno-1057,Feminino,2023,,,,,0.0,-1.0,,,,EE Helio Luiz Dobrochinski Prof,,FASE 1,1L,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),,10.0,10.002,,10.0,5.0,,6.3,8.0,,9.0,10.0,,10.0,10.0,,8.4827,8.2352,,,Pública,Pública,8.125,8.75,,7.52,6.26,,8.34,8.17,,,,,6.5,8.0,,6.0,8.0,,Topázio,Topázio,,,3.0,2.0,,Cursando,,1L,1L
RA-1058,Aluno-1058,Feminino,2023,,,,,0.0,-1.0,,,,EE Helio Luiz Dobrochinski Prof,,FASE 1,1K,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),,10.0,9.168,,10.0,5.0,,5.4,7.75,,,10.0,,8.7,8.095238095,,7.356533333,7.703347619,,,Pública,Pública,7.083333333,8.125,,3.14,6.88,,7.62,8.085,,,,,4.0,7.5,,6.7,8.0,,Ametista,Ametista,,,3.0,2.0,,Cursando,,1L,1K
RA-1059,Aluno-1059,Masculino,2023,,,,,-1.0,0.0,,,,EE Helio Luiz Dobrochinski Prof,,FASE 1,2M,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),,10.0,8.002,,5.0,10.0,,7.6,7.5,,,11.0,,9.8,10.0,,7.763741667,8.678450000000002,,,Pública,Pública,7.96875,9.0625,,2.52,6.26,,8.673333333,9.23,,,,,6.2,7.5,,9.0,7.5,,Ametista,Topázio,,,3.0,3.0,,Cursando,,1M,2M
RA-106,Aluno-106,Feminino,2016,13.0,148.0,5.0,-1.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,4,FASE 5,,Fase 5 (1º EM),Fase 5 (1° EM),,9.2,7.9,,5.0,10.0,,7.4,7.3,,15.0,15.0,,8.0,9.1,,7.973,7.769658333,,False,Rede Decisão,Privada - Programa de Apadrinhamento,,7.03125,,9.4,5.0,,8.375,7.5075,,7.2,8.3,,7.8,6.7,,7.2,6.8,,Ametista,Ametista,,True,4.0,4.0,,Sem limitações,,A,5A,
RA-106,Aluno-106,Feminino,2021,,,,,,0.0,,,,Colégio Arco Íris Evolução,,,6A,,,Fase 6 (2° EM),,,9.168,,,10.0,,,5.666666666666667,,,16.0,,,8.761904762,,,7.721664285733334,,,,Privada - Programa de Apadrinhamento,,7.8125,,,5.635,,,7.872,,,6.5,,,7.0,,,3.5,,,Ametista,,,,5.0,,Cursando,,,6A
RA-1060,Aluno-1060,Masculino,2023,,,,,-1.0,0.0,,,,EE Donizetti Aparecido Leite Professor,,FASE 1,2M,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),,9.0,9.585,,5.0,10.0,,5.7,3.25,,,12.0,,8.6,6.0,,7.095741667,6.448416666600001,,,Pública,Pública,7.96875,7.8125,,3.14,6.26,,8.673333333,6.163333333,,,,,4.3,3.5,,7.0,3.0,,Ametista,Ágata,,,3.0,3.0,,Cursando,,1M,2M
RA-1061,Aluno-1061,Masculino,2023,,,,,-1.0,0.0,,,,EE Helio Luiz Dobrochinski Prof,,FASE 1,2M,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),,9.5,8.502,,5.0,10.0,,9.3,8.5,,10.0,11.0,,9.7,10.0,,8.196533333,8.76595,,,Pública,Pública,8.75,8.4375,,3.14,6.26,,8.836666667,8.73,,,,,8.8,7.0,,9.7,10.0,,Topázio,Topázio,,,3.0,3.0,,Cursando,,1M,2M
RA-1062,Aluno-1062,Masculino,2023,,,,,0.0,-1.0,,,,EM Alfredo Schunk,,FASE 1,1L,,Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),,7.4,8.002,,10.0,5.0,,6.2,7.25,,,10.0,,7.7,9.047619048,,7.448841667,7.6147238096,,,Pública,Pública,8.59375,8.75,,3.77,5.63,,8.503333333,8.085,,,,,4.8,6.5,,7.5,8.0,,Ametista,Ametista,,,3.0,2.0,,Cursando,,1M,1L
RA-1063,Aluno-1063,Masculino,2023,,,,,-1.0,-1.0,,,,EE Donizetti Aparecido Leite Professor,,FASE 1,2N,,Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano),,9.5,5.25,,5.0,5.0,,5.9,7.75,,,12.0,,9.5,9.75,,7.490825,7.279250000000001,,,Privada - Programa de Apadrinhamento,Pública,6.40625,7.8125,,7.52,7.51,,7.89,6.11,,,,,4.7,9.0,,7.0,6.5,,Ametista,Ametista,,,3.0,3.0,,Cursando,,1N,2N
RA-1064,Aluno-1064,Masculino,2023,,,,,-1.0,0.0,,,,EE Helio Luiz Dobrochinski Prof,,FASE 1,2N,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),,8.5,9.502,,5.0,10.0,,8.6,8.5,,10.0,11.0,,9.8,9.7368421055,,8.4777,8.9802350877,,,Pública,Pública,9.375,8.75,,7.52,7.51,,8.84,8.783333333,,,,,8.3,8.0,,8.8,9.0,,Topázio,Topázio,,,3.0,3.0,,Cursando,,1N,2N
RA-1065,Aluno-1065,Feminino,2023,,,,,-1.0,0.0,,,,EE Helio Luiz Dobrochinski Prof,,FASE 1,2N,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),,8.5,9.502,,5.0,10.0,,7.0,9.25,,,11.0,,9.6,8.8152173915,,8.03395,8.8634934783,,,Pública,Pública,8.4375,9.0625,,7.52,6.26,,8.84,8.84,,,,,7.7,9.0,,6.3,9.5,,Topázio,Topázio,,,3.0,3.0,,Cursando,,1N,2N
RA-1066,Aluno-1066,Feminino,2023,,,,,-1.0,0.0,,,,EM Cecilia Cristina de Oliveira Rodrigues,,FASE 1,2L,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),,8.5,9.502,,5.0,10.0,,6.2,7.25,,10.0,11.0,,6.6,8.3954451345,,7.262616667,7.9326223603,,,Pública,Pública,8.4375,7.5,,7.52,6.26,,8.783333333,7.386666667,,,,,4.2,7.0,,8.2,7.5,,Ametista,Ametista,,,3.0,3.0,,Cursando,,1N,2L
RA-1067,Aluno-1067,Masculino,2023,,,,,-1.0,-1.0,,,,EM Cecilia Cristina de Oliveira Rodrigues,,FASE 1,1K,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),,0.0,10.002,,5.0,5.0,,5.4,6.75,,10.0,11.0,,7.9,8.333333332999999,,6.541458333,7.840033333300001,,,Pública,Pública,8.28125,8.541666667,,7.52,7.51,,9.006666667,8.59,,,,,4.5,6.5,,6.3,7.0,,Ágata,Ametista,,,3.0,2.0,,Cursando,,1N,1K
RA-1068,Aluno-1068,Masculino,2023,,,,,-1.0,0.0,,,,EE Maria André Schunck Dona,,FASE 1,2R,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),,8.5,9.502,,5.0,10.0,,9.0,9.5,,,11.0,,9.3,9.068181818,,8.472533333,9.0150030303,,,Pública,Pública,9.166666667,8.541666667,,6.89,7.51,,9.283333333,8.73,,,,,8.3,9.0,,9.7,10.0,,Topázio,Topázio,,,3.0,3.0,,Cursando,,1P,2R
RA-1069,Aluno-1069,Masculino,2023,,,,,-1.0,0.0,,,,EE Maria André Schunck Dona,,FASE 1,2K,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),,9.0,9.002,,5.0,10.0,,7.1,6.25,,11.0,12.0,,7.8,7.0760869565,,7.590033333,7.678917391300001,,,Pública,Pública,8.125,8.125,,7.52,7.51,,8.226666667,7.75,,,,,7.5,7.0,,6.7,5.5,,Ametista,Ametista,,,3.0,4.0,,Cursando,,1P,2K
RA-107,Aluno-107,Feminino,2018,63.0,693.0,12.0,-1.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,4,FASE 5,,Fase 5 (1º EM),Fase 5 (1° EM),,7.5,0.0,,5.0,10.0,,4.6,7.0,,15.0,15.0,,6.4,8.5,,6.258,6.845208333,,True,Escola Pública,Pública,,7.34375,,7.5,5.0,,6.5,7.5875,,6.0,9.7,,3.3,6.0,,4.3,5.2,,Ágata,Ágata,,False,4.0,4.0,,Sem limitações,,A,5C,
RA-107,Aluno-107,Feminino,2021,,,,,,-1.0,,,,EE Mario Francisco de Amorim,,,5D,,,Fase 6 (2° EM),,,7.5,,,5.0,,,4.666666666666667,,,16.0,,,7.9949874686666655,,,6.676130827066667,,,,Pública,,7.5,,,7.51,,,6.964,,,9.5,,,0.0,,,4.5,,,Ágata,,,,5.0,,Cursando,,,5D
RA-1070,Aluno-1070,Masculino,2023,,,,,-1.0,-1.0,,,,EE Donizetti Aparecido Leite Professor,,FASE 1,1P,,Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),,9.0,9.002,,5.0,5.0,,5.8,2.25,,11.0,12.0,,7.8,9.3073593075,,6.939033333,6.287171861500001,,,Pública,Pública,7.708333333,6.875,,3.14,5.635,,8.67,6.6225,,,,,5.3,4.5,,6.3,0.0,,Ágata,Ágata,,,3.0,4.0,,Cursando,,1P,1P
RA-1071,Aluno-1071,Masculino,2023,,,,,-1.0,-1.0,,,,EE Maria André Schunck Dona,,FASE 1,2R,,Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano),,9.0,8.002,,5.0,5.0,,3.5,4.5,,11.0,12.0,,8.6,4.188311688500001,,6.414033333,4.8048623378,,,Pública,Pública,5.625,4.166666667,,7.52,7.51,,6.396666667,2.996666667,,,,,1.7,4.0,,5.3,5.0,,Ágata,Quartzo,,,3.0,3.0,,Cursando,,1R,2R
RA-1072,Aluno-1072,Masculino,2023,,,,,0.0,0.0,,,,EE Leonice de Aquino Oliveira,,FASE 2,3B,,Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano),,9.0,8.751,,10.0,10.0,,6.7,8.166666666666666,,11.0,12.0,,8.6,5.627886710333333,,8.0152,7.8153856754,,,Pública,Pública,8.125,7.96875,,5.0,8.755,,8.7125,7.545,,,9.5,,5.2,8.0,,8.2,7.0,,Topázio,Ametista,,,3.0,4.0,,Cursando,,2A,3B
RA-1073,Aluno-1073,Feminino,2022,,,,,,0.0,,,,EE Mario Francisco de Amorim,,,3A,,,Fase 3 (7° e 8° ano),,,9.168,,,10.0,,,6.5,,,13.0,,,6.370972886666667,,,7.0859945773333335,,,,Pública,,6.875,,,7.5,,,5.7875,,,8.0,,,6.5,,,5.0,,,Ametista,,,,4.0,,Cursando,,,3A
RA-1073,Aluno-1073,Feminino,2023,,,,,-1.0,,,,,,,FASE 2,,,Fase 3 (7° e 8° ano),,,0.0,,,5.0,,,6.2,,,,,,8.8,,,6.384333333,,,,Pública,,8.333333333,,,2.52,,,9.045,,,,,,4.8,,,7.5,,,Ágata,,,,3.0,,,,,2A,
RA-1074,Aluno-1074,Feminino,2023,,,,,-1.0,,,,,,,FASE 2,,,Fase 3 (7° e 8° ano),,,0.0,,,5.0,,,6.0,,,12.0,,,9.8,,,6.195833333,,,,Pública,,7.083333333,,,2.52,,,7.8775,,,,,,8.0,,,4.0,,,Ágata,,,,3.0,,,,,2A,
RA-1075,Aluno-1075,Feminino,2023,,,,,-1.0,-1.0,,,,EE Leonice de Aquino Oliveira,,FASE 2,2A,,Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano),,0.0,7.5,,5.0,5.0,,5.5,6.0,,12.0,13.0,,9.6,8.5154061625,,6.591333333,6.8100812324,,,Pública,Pública,7.708333333,7.708333333,,5.0,3.755,,9.0025,7.553333333,,,,,5.0,5.0,,6.0,7.0,,Ágata,Ágata,,,3.0,3.0,,Cursando,,2A,2A
RA-1076,Aluno-1076,Feminino,2021,,,,,,0.0,,,,EE Mario Francisco de Amorim,,,3A,,,Fase 3 (7° e 8° ano),,,8.334,,,10.0,,,6.333333333333333,,,13.0,,,7.777033492666668,,,7.479598365200001,,,,Pública,,7.03125,,,8.125,,,6.5425,,,7.0,,,5.5,,,6.5,,,Ametista,,,,4.0,,Cursando,,,3A
RA-1076,Aluno-1076,Feminino,2023,,,,,-1.0,,,,,,,FASE 2,,,Fase 3 (7° e 8° ano),,,9.0,,,5.0,,,8.5,,,,,,9.7,,,7.901033333,,,,Pública,,8.333333333,,,2.52,,,8.8775,,,,,,9.0,,,8.0,,,Ametista,,,,3.0,,,,,2A,
RA-1077,Aluno-1077,Masculino,2023,,,,,0.0,0.0,,,,EE Alexandre Rodrigues Nogueira,,FASE 2,3D,,Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano),,0.0,0.0,,10.0,10.0,,7.3,2.0,,,12.0,,9.7,7.703703703666666,,7.2115,5.543865740733334,,,Pública,Pública,8.75,6.40625,,2.52,6.885,,8.4225,6.37,,,0.0,,6.8,0.0,,7.8,6.0,,Ametista,Quartzo,,,3.0,4.0,,Cursando,,2B,3D
RA-1078,Aluno-1078,Masculino,2023,,,,,-2.0,,,,,,,FASE 2,,,Fase 4 (9° ano),,,5.3,,,5.0,,,6.4,,,14.0,,,6.8,,,6.472333333,,,,Pública,,8.958333333,,,2.52,,,8.2975,,,,,,4.3,,,8.5,,,Ágata,,,,3.0,,,,,2B,
RA-1079,Aluno-1079,Masculino,2023,,,,,-1.0,0.0,,,,EE Alexandre Rodrigues Nogueira,,FASE 2,3B,,Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano),,9.0,7.5,,5.0,10.0,,7.6,6.333333333333333,,,13.0,,8.1,4.516498316333333,,6.916533333,5.4253413299333335,,,Pública,Pública,7.083333333,4.21875,,2.52,2.51,,7.13,4.1625,,,6.5,,7.3,5.0,,7.8,7.5,,Ágata,Quartzo,,,3.0,4.0,,Cursando,,2B,3B
RA-108,Aluno-108,Feminino,2019,72.0,784.0,15.0,-3.0,-2.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,4,FASE 5,,Fase 7 (3º EM),Fase 7 (3° EM),,4.6,5.8,,2.5,5.0,,5.0,2.9,,17.0,,,7.7,7.3,,5.547,4.9308,,False,Escola Pública,Concluiu o 3º EM,,4.375,,5.0,2.52,,6.125,5.59,,6.2,2.8,,3.0,2.7,,5.8,3.2,,Quartzo,Quartzo,,False,4.0,4.0,,Não indicado,,A,5B,
RA-1080,Aluno-1080,Masculino,2023,,,,,-1.0,,,,,,,FASE 2,,,Fase 3 (7° e 8° ano),,,7.9,,,5.0,,,1.5,,,12.0,,,10.0,,,6.571966667,,,,Pública,,8.541666667,,,5.0,,,8.13,,,,,,0.0,,,3.0,,,Ágata,,,,3.0,,,,,2B,
RA-1081,Aluno-1081,Feminino,2023,,,,,-2.0,0.0,,,,Colégio Arco Íris Evolução,,FASE 2,4C,,Fase 4 (9° ano),Fase 4 (9° ano),,10.0,6.667,,5.0,10.0,,6.5,8.833333333333334,,14.0,15.0,,10.0,9.523809523666666,,7.666033333,8.5452952381,,,Pública,Privada - Programa de Apadrinhamento,8.958333333,9.166666667,,2.52,5.005,,8.59,8.95,,,9.0,,8.0,9.5,,5.0,8.0,,Ametista,Topázio,,,3.0,3.0,,Cursando,,2B,4C
RA-1082,Aluno-1082,Feminino,2023,,,,,-1.0,-1.0,,,,EE Leonice de Aquino Oliveira,,FASE 2,2A,,Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano),,9.5,7.502,,5.0,5.0,,5.0,3.75,,,13.0,,9.5,7.5714285715,,7.1617,6.6114857142,,,Pública,Pública,8.75,7.083333333,,2.52,10.0,,8.4225,6.943333333,,,,,3.5,2.0,,6.5,5.5,,Ametista,Ágata,,,3.0,3.0,,Cursando,,2B,2A
RA-1083,Aluno-1083,Feminino,2023,,,,,0.0,,,,,,,FASE 2,,,Fase 2 (5° e 6° ano),,,6.8,,,10.0,,,7.5,,,10.0,,,10.0,,,8.2345,,,,Pública,,8.75,,,5.0,,,8.38,,,,,,7.0,,,8.0,,,Topázio,,,,3.0,,,,,2B,
RA-1084,Aluno-1084,Feminino,2023,,,,,0.0,0.0,,,,EE Leonice de Aquino Oliveira,,FASE 2,3A,,Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano),,8.4,8.751,,10.0,10.0,,6.8,3.6666666666666665,,11.0,12.0,,10.0,7.705263158,,7.9948,6.9071109649333335,,,Pública,Pública,8.75,7.03125,,2.52,5.63,,8.38,7.4575,,,4.0,,5.0,1.0,,8.5,6.0,,Ametista,Ágata,,,3.0,4.0,,Cursando,,2B,3A
RA-1085,Aluno-1085,Feminino,2023,,,,,-1.0,,,,,,,FASE 2,,,Fase 3 (7° e 8° ano),,,0.0,,,5.0,,,6.7,,,12.0,,,9.8,,,6.563833333,,,,Pública,,8.958333333,,,2.52,,,8.13,,,,,,6.0,,,7.3,,,Ágata,,,,3.0,,,,,2C,
RA-1086,Aluno-1086,Feminino,2023,,,,,-1.0,,,,,,,FASE 2,,,Fase 3 (7° e 8° ano),,,8.5,,,5.0,,,5.7,,,12.0,,,9.4,,,7.2382,,,,Pública,,8.75,,,2.52,,,8.755,,,,,,6.0,,,5.3,,,Ametista,,,,3.0,,,,,2C,
RA-1087,Aluno-1087,Feminino,2023,,,,,-1.0,0.0,,,,EE Mario Francisco de Amorim,,FASE 2,3B,,Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano),,10.0,7.917,,5.0,10.0,,5.4,2.6666666666666665,,12.0,13.0,,9.5,8.393265993333333,,7.2067,6.913936532,,,Pública,Pública,8.75,7.1875,,2.52,8.755,,8.0475,6.58,,,1.0,,3.7,2.0,,7.0,5.0,,Ametista,Ágata,,,3.0,4.0,,Cursando,,2C,3B
RA-1088,Aluno-1088,Masculino,2023,,,,,-1.0,,,,,,,FASE 2,,,Fase 3 (7° e 8° ano),,,9.5,,,5.0,,,6.8,,,13.0,,,9.8,,,7.4717,,,,Pública,,8.75,,,2.52,,,7.9225,,,,,,6.0,,,7.5,,,Ametista,,,,3.0,,,,,2C,
RA-1089,Aluno-1089,Feminino,2023,,,,,0.0,0.0,,,,EE Bairro Boa Vista,,FASE 2,3D,,Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano),,9.0,9.168,,10.0,10.0,,7.0,6.833333333333333,,,12.0,,9.5,7.039682539666667,,7.9947,7.6221531746,,,Pública,Pública,8.75,7.1875,,2.52,8.13,,8.3375,6.995,,,8.5,,6.0,6.0,,8.0,6.0,,Ametista,Ametista,,,3.0,4.0,,Cursando,,2C,3D
RA-109,Aluno-109,Masculino,2021,4.0,33.0,2.0,-2.0,-1.0,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,4,FASE 6,,Fase 6 (2º EM),Fase 7 (3° EM),,8.8,8.3,,5.0,5.0,,8.4,8.3,,16.0,,,10.0,9.9,,8.512,8.3184,,False,Rede Decisão,Privada - Programa de Apadrinhamento,,8.75,,8.8,7.52,,8.667,8.59,,9.9,9.7,,7.8,7.0,,7.5,8.2,,Topázio,Topázio,,True,4.0,4.0,,Sem limitações,,A,6A,
RA-1090,Aluno-1090,Masculino,2023,,,,,-1.0,0.0,,,,EE Alexandre Rodrigues Nogueira,,FASE 2,3D,,Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano),,9.0,9.585,,5.0,10.0,,9.0,6.333333333333333,,13.0,14.0,,9.6,7.621832358666666,,7.844033333,7.7652831384,,,Pública,Pública,8.958333333,7.8125,,2.52,7.51,,7.88,7.4175,,,8.0,,8.7,3.5,,9.3,7.5,,Ametista,Ametista,,,3.0,4.0,,Cursando,,2C,3D
RA-1091,Aluno-1091,Masculino,2023,,,,,-1.0,,,,,,,FASE 2,,,Fase 3 (7° e 8° ano),,,8.5,,,5.0,,,9.5,,,12.0,,,9.0,,,8.032533333,,,,Pública,,8.958333333,,,2.52,,,9.1725,,,,,,9.3,,,9.7,,,Topázio,,,,3.0,,,,,2C,
